1,Super_Jo,Blackgate,5,2,7,2,7,2,4,3,10,2,8,1,2,4,5,4,2,5,7,3,1,4,4,2,62
2,Starman,Blackgate,,,4,4,4,4,11,1,11,1,6,2,7,1,6,3,1,6,,,2,3,4,2,56
3,Yogi_Bear,Far_Shiverpeaks,1,5,10,1,4,4,4,3,8,3,4,3,3,3,7,2,3,4,2,6,2,3,,,48
4,Huey_Duck,Fissure_of_Woe,6,1,6,3,1,6,4,3,4,5,3,4,2,4,8,1,5,2,4,4,2,3,2,4,47
5,Dewey_Duck,Fort_Aspenwood,6,1,4,4,4,4,4,3,4,5,3,4,7,1,4,5,,,4,4,,,4,2,44
6,Bob_the_Dog,Yak's_Bend,,,6,3,4,4,7,2,2,6,2,5,4,2,6,3,4,3,4,4,3,2,,,42
7,Louie_Duck,Fort_Ranik,2,4,10,1,3,5,1,4,2,6,4,3,4,2,2,6,6,1,4,4,,,,,38
8,Spider_Man,Eredon_Terrace,1,5,2,6,,,4,3,5,4,4,3,,,6,3,6,1,3,5,2,3,,,33
9,Sylvester,Henge_of_Denravi,,,,,,,4,3,,,4,3,3,3,7,2,1,6,3,5,4,1,3,3,29
10,Homer,Yak's_Bend,,,,,,,,,,,,,,,4,5,5,2,8,2,1,4,6,1,24
11,Goofy,Drakkar_Lake,3,3,7,2,8,1,,,,,,,,,,,,,,,,,,,18
12,Riker,Yak's_Bend,,,,,,,,,,,,,,,1,7,4,3,10,1,,,1,5,16
13,Road_Runner,Elona_Reach,5,2,3,5,5,3,,,,,,,,,,,,,,,,,,,13
14,Garfield,Ehmry_Bay,3,3,3,5,4,4,,,,,,,,,,,,,,,,,,,10
15,Khan,Yak's_Bend,,,,,,,,,,,,,,,2,6,1,6,4,4,1,4,,,8
16,Nightwing,Blackgate,,,2,6,5,3,,,,,,,,,,,,,,,,,,,7
17,Legion,Yak's_Bend,,,,,,,,,,,,,,,,,,,,,,,4,2,4
18,Donald_Duck,Kodash,,,,,,,,,,,,,,,,,,,,,,,3,3,3
