1,Tasmanian_Devil,Gunnar's_Hold,,,7,1,8,2,4,3,,,1,6,10,1,4,5,2,5,12,1,12,1,4,1,64
2,Superman,Blackgate,,,6,2,,,8,1,7,1,6,2,3,8,9,1,,,,,6,4,,,45
3,Louie_Duck,Fort_Ranik,,,5,3,4,5,1,5,1,5,4,4,5,6,4,5,3,4,9,3,6,4,2,3,44
4,Starman,Blackgate,4,2,,,3,6,4,3,,,6,2,6,5,8,2,7,1,4,6,1,8,,,43
5,Bob_the_Dog,Yak's_Bend,1,4,6,2,5,4,7,2,3,3,,,6,5,1,7,4,3,2,8,7,3,,,42
5,Dewey_Duck,Fort_Aspenwood,5,1,6,2,6,3,3,4,1,5,1,6,5,6,1,7,4,3,3,7,6,4,1,4,42
6,Spider_Man,Eredon_Terrace,2,3,7,1,8,2,4,3,3,3,4,4,8,3,4,5,,,,,,,,,40
7,Minnie_Mouse,Ferguson's_Crossing,1,4,1,4,1,7,7,2,1,5,,,7,4,6,4,,,10,2,2,7,3,2,39
8,Huey_Duck,Fissure_of_Woe,4,2,1,4,3,6,,,2,4,7,1,7,4,4,5,4,3,4,6,2,7,,,38
9,Sylvester,Henge_of_Denravi,,,6,2,,,3,4,5,2,3,5,2,9,7,3,1,6,4,6,2,7,,,33
10,Khan,Yak's_Bend,,,,,,,,,,,5,3,9,2,7,3,5,2,2,8,2,7,,,30
10,Yogi_Bear,Far_Shiverpeaks,2,3,1,4,10,1,,,,,6,2,4,7,2,6,5,2,,,,,,,30
11,Riker,Yak's_Bend,,,,,,,,,,,7,1,2,9,8,2,,,1,9,2,7,,,20
12,biot.4721,Gandara,,,,,,,,,,,,,6,5,6,4,,,1,9,2,7,3,2,18
13,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,,,,,,,,,3,7,10,2,2,3,15
14,Fred_Flintstone,Maguuma,,,,,,,,,,,,,,,,,,,8,4,5,5,,,13
15,Donald_Duck,Kodash,,,,,,,,,,,,,,,,,,,3,7,7,3,1,4,11
16,Homer,Yak's_Bend,,,,,,,,,,,1,6,1,10,1,7,,,5,5,2,7,,,10
17,Kvothe,Yak's_Bend,,,,,,,,,,,,,,,,,,,2,8,4,6,,,6
17,Nite_Hawk,Kaineng,,,,,,,,,,,,,,,,,,,4,6,1,8,1,4,6
18,We_Are_Bob,Yak's_Bend,,,,,,,,,,,,,,,,,,,1,9,4,6,,,5
19,Legion,Yak's_Bend,,,,,,,,,,,,,,,,,,,,,4,6,,,4
20,Oliver_Queen,Blackgate,1,4,,,,,,,,,,,,,,,,,,,,,,,1
20,Road_Runner,Elona_Reach,1,4,,,,,,,,,,,,,,,,,,,,,,,1
