1,Starman,Blackgate,4,4,4,5,6,1,2,5,4,4,9,1,4,3,4,4,7,4,1,5,3,4,4,1,52
2,Bob_the_Dog,Yak's_Bend,4,4,2,6,5,2,4,3,5,3,6,3,3,4,4,4,10,1,4,3,1,6,3,2,51
2,Spider_Man,Eredon_Terrace,1,7,5,4,3,4,12,1,,,3,6,7,1,4,4,9,2,3,4,4,3,,,51
3,Yogi_Bear,Far_Shiverpeaks,7,2,1,7,2,5,4,3,3,5,1,8,6,2,6,2,1,7,7,1,6,1,,,44
4,Super_Jo,Blackgate,,,13,1,4,3,2,5,8,1,,,,,3,5,2,6,5,2,1,6,,,38
5,Louie_Duck,Fort_Ranik,,,,,,,4,3,7,2,7,2,,,5,3,4,5,3,4,4,3,3,2,37
6,Goofy,Drakkar_Lake,5,3,6,3,6,1,7,2,7,2,2,7,2,5,,,,,,,,,,,35
7,Nightwing,Blackgate,12,1,,,,,4,3,7,2,5,4,4,3,,,,,,,,,,,32
8,Dewey_Duck,Fort_Aspenwood,,,,,,,,,3,5,2,7,4,3,3,5,8,3,4,3,2,5,4,1,30
9,Huey_Duck,Fissure_of_Woe,,,,,,,3,4,4,4,2,7,2,5,7,1,7,4,4,3,,,,,29
10,Garfield,Ehmry_Bay,3,5,5,4,4,3,4,3,8,1,4,5,,,,,,,,,,,,,28
10,Road_Runner,Elona_Reach,2,6,12,2,2,5,1,6,,,9,1,2,5,,,,,,,,,,,28
11,Sylvester,Henge_of_Denravi,,,,,,,,,,,,,,,,,4,5,3,4,5,2,1,3,13
