1,Bob_the_Dog,,Yak's_Bend,21,4,18,7,17,7,30,1,10,8,15,10,,,,,,,,,,,,,,,,,,,,,,,18,3,9,7,4,9,,,,,,,,,142
2,Eric_Cartman,,Sanctum_of_Rall,11,13,21,4,27,1,17,7,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
3,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,29,1,16,2,18,1,21,1,8,1,13,2,18,2,,,,,,,,,,,,,,,,,,,,,,,123
4,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,21,3,20,3,19,2,20,3,21,1,,,,,,,,,116
5,Wally_West,,Underworld,9,14,10,14,16,8,19,6,29,2,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
6,Shiny!,,Anvil_Rock,,,,,,,,,,,,,15,2,26,1,15,2,13,2,6,2,16,1,20,1,,,,,,,,,,,,,,,,,,,,,,,111
7,Barbara_Gordon,,Ruins_of_Surmia,12,12,18,7,15,9,25,2,11,7,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
8,Tim_Drake,,Underworld,16,8,15,10,15,9,13,10,29,2,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
8,Wonder_Woman,,Underworld,8,15,17,8,21,4,21,4,14,6,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
9,Blue_Beetle,,Ruins_of_Surmia,19,6,18,7,9,14,17,7,27,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
10,Batgirl,,Ruins_of_Surmia,11,13,21,4,15,9,14,9,10,8,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
11,Daffy_Duck,,Ruins_of_Surmia,20,5,24,1,10,13,19,6,8,10,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
12,Daisy_Duck,,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,22,2,26,1,22,1,,,,,,,,,,,,,88
13,Homer,,Yak's_Bend,17,7,22,3,19,5,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
13,Legion,,Yak's_Bend,22,3,20,5,23,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
13,Vic_Sage,,Underworld,15,9,12,13,10,13,12,11,14,6,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
14,Quaggan,,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,21,2,21,3,17,4,,,,,,,,,,,,,,,77
15,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,20,1,15,3,21,2,18,4,,,,,,,,,,,,,,,,,74
16,Beyond_Justice,,Underworld,,,,,13,11,15,8,29,2,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
16,Nightwing,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,17,4,27,1,16,4,,,,,,,,,73
17,Superman,,Piken_Square,26,1,17,8,14,10,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
18,Elmer_Fudd,,Sea_of_Sorrows,5,17,6,17,17,7,9,14,21,4,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
18,Tigger,,Riverside,24,2,17,8,14,10,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
19,Marge_Simpson,,Stormbluff_Isle,,,,,15,9,21,4,8,10,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
20,Batman,,Tarnished_Coast,,,,,15,9,11,12,8,10,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
20,Donald_Duck,,Kodash,8,15,21,4,21,4,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
20,We_Are_Bob,,Yak's_Bend,13,11,9,15,22,3,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
21,Khan,,Yak's_Bend,12,12,15,10,19,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
22,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,10,4,21,1,15,4,16,5,,,,,,,,,,,,,,,,,62
23,Stitch!,,Ring_of_Fire,14,10,19,6,18,6,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
23,The_Joker,,Blackgate,19,6,8,16,4,15,21,4,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
24,Hoohoo_Heehee,,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,29,1,,,,,,,,,,,,,,,,,60
24,Riker,,Yak's_Bend,7,16,22,3,16,8,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
25,Fred_Flintstone,,Maguuma,16,8,16,9,17,7,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
26,Kvothe,,Yak's_Bend,7,16,14,11,12,12,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
27,Nite_Hawk,,Kaineng,22,3,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
28,Chip_'n'_Dale,,Vabbi,,,,,,,,,20,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
29,Maggie_Simpson,,Sorrow's_Furnace,,,,,17,7,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
