1,Bob_the_Dog,Yak's_Bend,4,2,8,2,8,2,7,2,3,3,4,6,3,6,5,4,4,4,8,3,1,8,2,3,57
2,Huey_Duck,Fissure_of_Woe,,,10,1,7,3,5,4,,,9,2,8,1,3,6,,,3,7,8,1,,,53
3,Homer,Yak's_Bend,,,7,3,5,5,5,4,8,2,4,6,1,7,6,3,6,2,8,3,1,8,,,51
4,Sylvester,Henge_of_Denravi,4,2,3,6,8,2,1,7,,,1,9,5,4,6,3,4,4,11,1,6,3,,,49
5,Khan,Yak's_Bend,,,2,7,6,4,12,1,8,2,,,4,5,2,7,4,4,6,4,2,7,,,46
6,Dewey_Duck,Fort_Aspenwood,1,4,,,5,5,4,5,9,1,3,7,4,5,8,1,4,4,1,8,2,7,2,3,43
7,Starman,Blackgate,3,3,7,3,3,6,7,2,,,2,8,7,2,6,3,6,2,,,,,,,41
8,Louie_Duck,Fort_Ranik,,,1,8,6,4,5,4,,,6,4,4,5,4,5,,,4,6,6,3,,,36
9,Donald_Duck,Kodash,,,,,,,,,,,8,3,3,6,,,6,2,10,2,7,2,,,34
10,Spider_Man,Eredon_Terrace,7,1,5,5,16,1,3,6,2,4,,,,,,,,,,,,,,,33
10,Super_Jo,Blackgate,1,4,6,4,5,5,6,3,,,1,9,,,6,3,8,1,,,,,,,33
11,Fred_Flintstone,Maguuma,,,,,,,,,,,10,1,6,3,6,3,,,6,4,4,5,,,32
12,Kvothe,Yak's_Bend,,,,,,,,,,,8,3,5,4,6,3,5,3,,,7,2,,,31
13,Legion,Yak's_Bend,,,,,,,,,,,8,3,4,5,3,6,2,5,4,6,3,6,3,2,27
14,Riker,Yak's_Bend,,,2,7,,,1,7,,,5,5,3,6,7,2,1,6,,,6,3,,,25
14,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,2,8,4,5,8,1,1,6,1,8,5,4,4,1,25
15,Nite_Hawk,Kaineng,,,,,,,,,,,,,5,4,7,2,,,5,5,4,5,3,2,24
16,We_Are_Bob,Yak's_Bend,,,,,,,,,,,4,6,3,6,3,6,1,6,3,7,4,5,,,18
17,Yogi_Bear,Far_Shiverpeaks,,,5,5,6,4,4,5,2,4,,,,,,,,,,,,,,,17
18,biot.4721,Gandara,,,,,,,,,,,,,,,,,,,,,2,7,,,2
