1,biot.4721,&reg;,Gandara,57,1,32,1,80,1,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
2,Bob_the_Dog,,Yak's_Bend,21,3,18,8,18,8,14,12,20,5,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
3,Tim_Drake,,Underworld,17,7,19,7,25,2,10,16,18,7,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
4,Barbara_Gordon,,Ruins_of_Surmia,17,7,19,7,20,6,12,14,14,9,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
5,Wally_West,,Underworld,11,12,17,9,18,8,13,13,26,1,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
6,Elmer_Fudd,,Sea_of_Sorrows,9,14,17,9,16,10,18,8,21,4,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
7,Vic_Sage,,Underworld,18,6,14,12,23,3,7,18,18,7,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
8,Batgirl,,Ruins_of_Surmia,15,8,19,7,11,14,17,9,15,8,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
9,Eric_Cartman,,Sanctum_of_Rall,19,5,19,7,13,13,12,14,15,8,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
10,Tigger,,Riverside,20,4,24,3,14,12,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
11,Blue_Beetle,,Ruins_of_Surmia,8,15,17,9,15,11,15,11,8,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
12,Daffy_Duck,,Ruins_of_Surmia,14,9,16,10,9,15,12,14,18,7,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
13,Stitch!,,Ring_of_Fire,22,2,15,11,23,3,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
14,Wonder_Woman,,Underworld,11,12,12,13,5,16,25,3,12,10,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
15,We_Are_Bob,,Yak's_Bend,22,2,10,14,19,7,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
16,Beyond_Justice,,Underworld,,,,,14,12,24,4,18,7,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
16,Donald_Duck,,Kodash,17,7,15,11,21,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
17,The_Joker,,Blackgate,13,10,16,10,3,17,18,8,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
18,Homer,,Yak's_Bend,12,11,19,7,22,4,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
19,Riker,,Yak's_Bend,9,14,25,2,20,6,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
20,Khan,,Yak's_Bend,9,14,22,5,9,15,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
21,Batman,,Tarnished_Coast,,,,,13,13,17,9,18,7,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
22,Superman,,Piken_Square,10,13,23,4,14,12,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
23,Marge_Simpson,,Stormbluff_Isle,,,,,16,10,9,17,22,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
24,Kvothe,,Yak's_Bend,9,14,23,4,15,11,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
25,Legion,,Yak's_Bend,13,10,20,6,13,13,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
26,Fred_Flintstone,,Maguuma,13,10,2,16,13,13,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
27,Chip_'n'_Dale,,Vabbi,,,,,,,,,23,2,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
28,Piglet,,Whiteside_Ridge,,,,,,,,,19,6,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
29,The_Hulk,,Seafarer's_Rest,,,,,19,7,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
30,Bart_Simpson,,Yak's_Bend,,,,,,,,,18,7,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
31,Sylvester,,Henge_of_Denravi,18,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
32,Pink_Panther,,Miller's_Sound,12,11,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
33,Maggie_Simpson,,Sorrow's_Furnace,,,,,17,9,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
34,Nite_Hawk,,Kaineng,12,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
35,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,14,9,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
36,Shiny!,,Anvil_Rock,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
37,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
38,Homer_Simpson,,Northern_Shiverpeaks,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
