1,Bob_the_Dog,,Yak's_Bend,14,10,18,5,15,10,15,9,14,8,20,5,,,,,,,,,,,,,,,,,,,,,,,24,1,18,4,17,5,16,6,12,6,21,4,20,3,224
2,Legion,,Yak's_Bend,27,2,17,6,14,11,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,35,1,135
3,Blue_Beetle,,Ruins_of_Surmia,28,1,19,4,30,1,10,13,20,6,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
3,Homer,,Yak's_Bend,16,8,13,10,16,9,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,19,6,18,5,126
4,Kvothe,,Yak's_Bend,21,4,21,3,24,3,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,13,9,121
5,Shiny!,,Anvil_Rock,,,,,,,,,,,,,15,1,21,1,9,1,23,1,17,2,19,1,11,3,,,,,,,,,,,,,,,,,,,,,,,115
6,Barbara_Gordon,,Ruins_of_Surmia,14,10,8,15,12,13,29,1,26,2,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
6,Donald_Duck,,Kodash,12,12,22,2,21,6,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,21,2,112
7,Tim_Drake,,Underworld,22,3,16,7,9,16,14,10,23,4,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
8,Khan,,Yak's_Bend,10,14,15,8,10,15,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,24,2,17,6,108
9,Riker,,Yak's_Bend,8,15,10,13,22,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,22,3,11,11,106
10,Wally_West,,Underworld,16,8,14,9,25,2,19,6,14,8,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
