1,Bob_the_Dog,,Yak's_Bend,9,12,19,7,14,8,19,4,16,4,22,2,,,,,,,,,,,,,,,,,,,,,,,15,1,11,6,15,6,24,3,20,5,9,10,19,4,212
2,Riker,,Yak's_Bend,18,6,24,4,18,4,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,22,3,22,2,142
3,Homer,,Yak's_Bend,9,12,29,1,26,1,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,19,4,22,2,129
4,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,16,2,23,1,27,1,17,1,15,2,18,1,7,5,,,,,,,,,,,,,,,,,,,,,,,123
5,Khan,,Yak's_Bend,19,5,13,11,15,7,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,18,5,21,3,119
6,Sylvester,,Henge_of_Denravi,8,13,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,29,1,19,4,24,1,113
7,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,20,2,18,2,11,3,13,5,30,1,,,,,,,,,110
8,We_Are_Bob,,Yak's_Bend,23,3,19,7,9,12,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,11,11,104
9,Shiny!,,Anvil_Rock,,,,,,,,,,,,,18,1,23,1,6,2,11,2,16,1,18,1,11,3,,,,,,,,,,,,,,,,,,,,,,,103
9,Tim_Drake,,Underworld,19,5,19,7,16,6,23,2,18,3,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
10,Eric_Cartman,,Sanctum_of_Rall,12,9,26,2,12,10,13,8,13,7,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
11,Barbara_Gordon,,Ruins_of_Surmia,17,7,17,9,18,4,16,6,16,4,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
11,Daffy_Duck,,Ruins_of_Surmia,21,4,17,9,13,9,19,4,16,4,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
11,Super_Jo,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,14,7,14,7,21,4,22,3,,,97
12,Dewey_Duck,,Fort_Aspenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,25,2,22,3,8,11,14,8,93
13,Huey_Duck,,Fissure_of_Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,33,1,21,4,16,7,10,12,92
14,Donald_Duck,,Kodash,25,1,12,12,17,5,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,15,7,90
14,Elmer_Fudd,,Sea_of_Sorrows,9,12,19,7,10,11,20,3,15,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
15,Batgirl,,Ruins_of_Surmia,11,10,19,7,12,10,13,8,13,7,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
15,Fred_Flintstone,,Maguuma,7,14,15,10,16,6,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,12,10,88
15,Legion,,Yak's_Bend,24,2,19,7,9,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,12,10,88
16,Blue_Beetle,,Ruins_of_Surmia,12,9,15,10,15,7,16,6,19,2,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
17,Starman,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,23,4,13,8,16,8,16,7,,,85
18,Spider_Man,,Eredon_Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,13,8,23,4,20,5,,,,,82
19,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,14,2,25,1,21,1,20,2,,,,,,,,,,,,,,,,,80
