1,Quaggan,Crystal_Desert,4,3,7,1,1,6,8,1,6,4,4,4,4,2,8,2,10,1,7,2,5,2,5,3,69
2,E'telekeli,Borlis_Pass,5,2,5,2,3,4,1,4,8,2,6,2,3,3,6,4,6,2,,,,,,,43
3,Hoohoo_Heehee,Darkhaven,,,,,4,3,8,1,9,1,8,1,5,1,1,6,3,5,4,3,,,,,42
4,Lightning_Bug,Arborstone,,,,,,,,,,,,,4,2,6,4,5,3,7,2,7,1,7,1,36
5,Oh_So_Cute,Blacktide,10,1,,,,,2,3,7,3,3,5,1,5,1,6,3,5,8,1,,,,,35
6,All_Action_Hero,Blackgate,1,4,2,3,9,2,4,2,3,6,4,4,5,1,1,6,3,5,1,6,,,,,33
6,Janie's_Got_a_Gun,Desolation,,,,,4,3,2,3,6,4,5,3,,,5,5,10,1,1,6,,,,,33
7,Daisy_Duck,Dragonbrand,,,,,2,5,4,2,3,6,,,3,3,9,1,5,3,2,5,4,3,,,32
7,Goofy,Drakkar_Lake,,,,,11,1,1,4,4,5,4,4,2,4,1,6,4,4,2,5,,,3,5,32
8,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,7,3,4,4,3,4,1,4,6,2,21
9,Darth_Maul,Aurora_Glade,5,2,5,2,,,,,,,,,,,,,,,,,,,,,10
10,Nightwing,Blackgate,,,,,,,,,,,,,,,,,,,,,4,3,4,4,8
