1,Bob_the_Dog,Yak's_Bend,2,4,3,3,2,2,2,3,3,3,9,1,8,1,4,3,9,1,,,5,3,3,2,50
2,Goofy,Drakkar_Lake,7,1,5,2,2,2,3,2,,,5,3,4,3,3,4,9,1,3,5,1,6,2,3,44
3,Nightwing,Blackgate,6,2,2,4,,,6,1,2,4,4,4,5,2,6,1,,,5,3,5,3,,,41
4,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,2,4,3,5,8,1,3,4,8,2,,,11,1,3,2,38
5,Spider_Man,Eredon_Terrace,,,,,,,,,8,1,5,3,3,4,5,2,1,7,3,5,6,2,,,31
6,Garfield,Ehmry_Bay,,,,,,,,,4,2,,,8,1,5,2,7,3,2,6,2,5,,,28
7,Super_Jo,Blackgate,,,,,,,,,8,1,,,1,6,5,2,6,4,2,6,3,4,,,25
8,Road_Runner,Elona_Reach,,,,,,,,,3,3,6,2,3,4,,,4,5,5,3,1,6,,,22
9,Daisy_Duck,Dragonbrand,4,3,7,1,5,1,3,2,,,,,,,,,,,,,,,,,19
10,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,6,4,6,2,5,3,1,4,18
10,Starman,Blackgate,,,,,,,,,2,4,4,4,2,5,1,5,,,4,4,5,3,,,18
11,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,2,6,7,1,2,5,4,1,15
12,Dewey_Duck,Fort_Aspenwood,,,,,,,,,,,,,,,,,2,6,4,4,2,5,,,8
