1,Wally_West,,Underworld,16,6,22,7,17,9,17,6,29,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
2,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,13,1,9,2,27,1,19,2,12,2,20,1,22,1,,,,,,,,,,,,,,,,,,,,,,,122
3,The_Joker,,Blackgate,27,2,29,1,25,1,14,9,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
4,Bob_the_Dog,,Yak's_Bend,9,12,24,5,20,6,23,2,12,11,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
5,Tim_Drake,,Underworld,15,7,27,2,17,9,22,3,13,10,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
6,Batgirl,,Ruins_of_Surmia,24,3,25,4,13,13,16,7,11,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
6,Elmer_Fudd,,Sea_of_Sorrows,11,10,19,9,25,1,17,6,14,9,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
6,Wonder_Woman,,Underworld,18,4,15,12,21,5,14,9,18,6,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
7,Daffy_Duck,,Ruins_of_Surmia,10,11,16,11,22,4,15,8,22,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
8,Eric_Cartman,,Sanctum_of_Rall,18,4,10,16,19,7,21,4,20,4,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
9,Vic_Sage,,Underworld,12,9,23,6,20,6,14,9,18,6,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
10,Shiny!,,Anvil_Rock,,,,,,,,,,,,,7,2,13,1,5,2,26,1,19,1,18,2,8,5,,,,,,,,,,,,,,,,,,,,,,,96
11,Blue_Beetle,,Ruins_of_Surmia,9,12,6,19,18,8,12,11,29,1,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
11,Legion,,Yak's_Bend,31,1,24,5,18,8,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
12,Barbara_Gordon,,Ruins_of_Surmia,10,11,9,17,15,11,20,5,13,10,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
13,Kvothe,,Yak's_Bend,10,11,17,10,25,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
14,Tigger,,Riverside,15,7,26,3,20,6,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
15,Homer,,Yak's_Bend,11,10,17,10,21,5,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
16,Batman,,Tarnished_Coast,,,,,22,4,17,6,11,12,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
17,Stitch!,,Ring_of_Fire,10,11,21,8,18,8,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
18,Beyond_Justice,,Underworld,,,,,23,3,11,12,15,8,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
19,Riker,,Yak's_Bend,12,9,7,18,25,1,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
20,We_Are_Bob,,Yak's_Bend,18,4,15,12,24,2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
21,Donald_Duck,,Kodash,17,5,11,15,18,8,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
21,Superman,,Piken_Square,11,10,13,14,16,10,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
