1,Oh_So_Cute,Blacktide,,,,,9,1,6,3,8,1,8,2,7,3,7,3,9,1,4,2,2,6,,,60
2,All_Action_Hero,Blackgate,,,,,8,2,3,5,6,3,10,1,12,1,6,4,,,4,2,5,4,,,54
3,Darth_Maul,Aurora_Glade,,,,,,,7,2,7,2,2,4,9,2,12,1,4,3,2,4,,,,,43
4,Shiny!,Anvil_Rock,4,2,4,1,7,3,11,1,6,3,5,3,,,,,,,,,,,,,37
5,E'telekeli,Borlis_Pass,,,,,,,,,,,,,,,7,3,8,2,8,1,11,1,,,34
6,Quaggan,Crystal_Desert,,,,,,,,,,,,,4,4,11,2,2,4,3,3,9,2,,,29
7,Skritt_Forager,Abaddon's_Mouth,9,1,1,2,5,4,4,4,6,3,1,5,,,,,,,,,,,,,26
8,Janie's_Got_a_Gun,Desolation,,,,,,,,,,,,,,,,,,,,,7,3,,,7
8,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,,,,,,,,,,,7,3,,,7
9,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,3,5,,,3
10,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,,,,,,,2,6,,,2
