1,Bob_the_Dog,,Yak's_Bend,13,12,17,9,21,5,9,14,21,4,23,2,,,,,,,,,,,,,,,,,,,,,,,15,2,13,5,11,7,16,4,15,5,16,7,,,190
2,Khan,,Yak's_Bend,12,13,13,12,26,1,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,25,3,6,4,127
3,Shiny!,,Anvil_Rock,,,,,,,,,,,,,15,1,11,1,25,1,25,1,20,2,7,2,23,2,,,,,,,,,,,,,,,,,,,,,,,126
4,Homer,,Yak's_Bend,18,7,20,7,21,5,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,30,1,,,119
5,Daffy_Duck,,Ruins_of_Surmia,15,10,24,3,21,5,24,3,14,8,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
5,Elmer_Fudd,,Sea_of_Sorrows,19,6,21,6,14,10,22,5,22,3,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
6,Sylvester,,Henge_of_Denravi,27,3,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,17,4,27,2,1,7,110
7,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,10,2,7,2,14,2,20,2,22,1,24,1,11,5,,,,,,,,,,,,,,,,,,,,,,,108
8,Blue_Beetle,,Ruins_of_Surmia,18,7,22,5,14,10,23,4,12,10,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
9,Vic_Sage,,Underworld,29,2,22,5,4,15,12,13,13,9,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
9,Wonder_Woman,,Underworld,14,11,25,2,8,13,16,11,24,1,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
10,Barbara_Gordon,,Ruins_of_Surmia,24,4,7,15,18,7,20,7,17,7,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
11,Batgirl,,Ruins_of_Surmia,8,16,14,11,12,12,30,1,19,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
12,Tim_Drake,,Underworld,23,5,15,10,16,8,21,6,8,12,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
13,Super_Jo,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,6,8,23,2,24,1,19,5,,,97
