1,Bob_the_Dog,Yak's_Bend,22,,22,1,21,1,15,1,,1,,,,,,,,,,,,,,,2,,2,3,15,7,18,3,,3,,,,,,,,,,,,,,,117
2,Quaggan,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,2,,11,3,16,2,11,2,,7,,,,,,,,,,,,,,,40
3,All_Action_Hero,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,10,3,20,6,,2,,,,,,,,,,,,,,,39
4,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,21,6,,1,,,,,,,,,,,,,,,31
5,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,3,16,5,6,2,,9,,,,,,,,,,,,,,,30
5,J'onn_J'onzz,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,13,1,4,4,,11,,,,,,,,,,,,,,,30
6,Green_Lantern,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,3,5,5,16,9,,4,,,,,,,,,,,,,,,29
7,Oh_So_Cute,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,4,13,9,,6,,,,,,,,,,,,,,,26
8,E'telekeli,Borlis_Pass,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,8,7,9,8,,8,,,,,,,,,,,,,,,24
9,Jack_Knight,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,6,14,9,,5,,,,,,,,,,,,,,,23
10,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,5,1,,10,,,,,,,,,,,,,,,22
11,Hal_Jordan,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,2,9,6,3,7,,12,,,,,,,,,,,,,,,19
12,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6,5,,9,,,,,,,,,,,,,,,18
13,Kyle_Rayner,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,9,9,,8,,,,,,,,,,,,,,,14
14,Janies_Gotta_Gun,Desolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,10,,8,,,,,,,,,,,,,,,10
15,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,10,,13,,,,,,,,,,,,,,,3
