1,biot.4721,&reg;,Gandara,,,43,1,38,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
2,Bob_the_Dog,,Yak's_Bend,23,3,22,2,15,10,16,11,17,7,21,7,,,,,,,,,,,,,,,,,,,,,,,27,1,14,2,,,,,,,,,,,155
3,Shiny!,,Anvil_Rock,,,,,,,,,,,,,16,2,20,1,14,1,22,1,29,1,20,1,23,1,,,,,,,,,,,,,,,,,,,,,,,144
4,Wally_West,,Underworld,25,2,21,3,18,7,28,3,18,6,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
5,Barbara_Gordon,,Ruins_of_Surmia,33,1,15,8,20,5,19,8,15,8,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
5,Vic_Sage,,Underworld,18,6,22,2,17,8,19,8,12,11,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
6,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,17,1,18,2,13,2,19,2,16,2,18,2,15,3,,,,,,,,,,,,,,,,,,,,,,,116
7,Eric_Cartman,,Sanctum_of_Rall,25,2,17,6,24,3,12,15,14,9,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
8,Tim_Drake,,Underworld,23,3,11,12,18,7,19,8,17,7,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
9,Blue_Beetle,,Ruins_of_Surmia,16,8,16,7,22,4,20,7,18,6,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
10,Elmer_Fudd,,Sea_of_Sorrows,15,9,17,6,7,16,16,11,27,2,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
11,Wonder_Woman,,Underworld,3,16,18,5,20,5,17,10,14,9,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
12,Riker,,Yak's_Bend,19,5,20,4,31,2,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
13,Daffy_Duck,,Ruins_of_Surmia,9,13,17,6,16,9,15,12,14,9,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
14,Batgirl,,Ruins_of_Surmia,23,3,10,13,17,8,16,11,9,12,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
14,The_Joker,,Blackgate,16,8,15,8,19,6,13,14,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
15,Homer,,Yak's_Bend,20,4,8,14,16,9,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
15,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,19,2,20,2,25,1,15,4,,,,,,,,,,,,,,,,,79
16,Beyond_Justice,,Underworld,,,,,18,7,15,12,22,4,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
17,Marge_Simpson,,Stormbluff_Isle,,,,,17,8,23,5,20,5,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
18,Stitch!,,Ring_of_Fire,11,11,14,9,22,4,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
19,Batman,,Tarnished_Coast,,,,,8,15,13,14,35,1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
20,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,6,17,3,18,2,12,3,,,,,,,,,,,65
20,Tigger,,Riverside,15,9,12,11,20,5,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
21,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,6,4,20,2,12,6,25,2,,,,,,,,,,,,,,,,,63
22,Daisy_Duck,,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,10,6,10,5,27,1,,,,,,,,,,,,,60
23,We_Are_Bob,,Yak's_Bend,10,12,14,9,13,12,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
24,Khan,,Yak's_Bend,9,13,18,5,15,10,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
24,Kvothe,,Yak's_Bend,8,14,22,2,17,8,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
25,Donald_Duck,,Kodash,12,10,17,6,18,7,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
26,Superman,,Piken_Square,18,6,13,10,12,13,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
27,Darth_Maul,,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,23,1,29,1,,,,,,,,,,,,,,,,,,,,,52
28,Quaggan,,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,14,4,6,7,13,4,,,,,,,,,,,,,,,50
29,Fred_Flintstone,,Maguuma,5,15,6,15,20,5,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
29,Legion,,Yak's_Bend,10,12,10,13,12,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
30,Piglet,,Whiteside_Ridge,,,,,,,,,18,6,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
31,Hoohoo_Heehee,,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,26,1,,,,,,,,,,,,,,,,,43
32,Bart_Simpson,,Yak's_Bend,,,,,,,,,13,10,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
32,Nightwing,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,13,3,10,4,,,,,,,,,,,41
33,E'telekeli,,Borlis_Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,11,7,14,5,,,,,,,,,,,,,,,,,39
34,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,23,3,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
35,Cry_of_Frustration,,Augury_Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,21,1,,,,,,,,,,,,,,,36
36,Pink_Panther,,Miller's_Sound,19,5,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
37,Janie's_Got_a_Gun,,Desolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,14,5,,,,,,,,,,,,,,,,,33
37,Nite_Hawk,,Kaineng,17,7,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
38,Maggie_Simpson,,Sorrow's_Furnace,,,,,10,14,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
39,The_Hulk,,Seafarer's_Rest,,,,,14,11,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
40,Lightning_Bug,,Arborstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,10,5,,,,,,,,,,,,,,,28
41,Chip_'n'_Dale,,Vabbi,,,,,,,,,2,13,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
42,Sylvester,,Henge_of_Denravi,8,14,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
43,Starman,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,,,,,,,,,,,18
43,Super_Jo,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,,,,,,,,,,,18
44,Road_Runner,,Elona_Reach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,12
44,Spider_Man,,Eredon_Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,12
45,Yogi_Bear,,Far_Shiverpeaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,7
46,Garfield,,Ehmry_Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,4
47,Homer_Simpson,,Northern_Shiverpeaks,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
