1,Shiny!,,Anvil_Rock,,,,,,,,,,,,,23,1,10,2,19,2,17,2,19,2,15,1,20,2,,,,,,,,,,,,,,,,,,,,,,,123
2,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,21,2,16,1,27,1,18,1,23,1,12,2,5,5,,,,,,,,,,,,,,,,,,,,,,,122
3,Eric_Cartman,,Sanctum_of_Rall,19,6,18,7,25,3,16,8,12,8,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116
4,Barbara_Gordon,,Ruins_of_Surmia,25,2,18,7,22,5,10,12,13,7,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
5,Elmer_Fudd,,Sea_of_Sorrows,8,15,22,4,14,12,28,2,18,2,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
6,Wally_West,,Underworld,9,14,20,5,20,7,18,6,15,5,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
7,Bob_the_Dog,,Yak's_Bend,13,10,19,6,13,13,10,12,12,8,15,7,,,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,101
8,Vic_Sage,,Underworld,19,6,18,7,27,1,13,11,16,4,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
9,Batgirl,,Ruins_of_Surmia,13,10,25,1,23,4,16,8,6,12,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
10,Legion,,Yak's_Bend,19,6,22,4,26,2,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
11,Tim_Drake,,Underworld,11,12,20,5,6,18,18,6,19,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
11,Wonder_Woman,,Underworld,12,11,14,11,15,11,17,7,14,6,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
12,Kvothe,,Yak's_Bend,22,4,20,5,14,12,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
13,Blue_Beetle,,Ruins_of_Surmia,23,3,24,2,9,17,7,14,5,13,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
14,Daffy_Duck,,Ruins_of_Surmia,15,8,17,8,18,8,14,10,8,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
15,The_Joker,,Blackgate,17,7,18,7,9,17,17,7,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
16,Donald_Duck,,Kodash,26,1,17,8,15,11,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
17,Batman,,Tarnished_Coast,,,,,17,9,14,10,15,5,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
17,Riker,,Yak's_Bend,19,6,23,3,13,13,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
18,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,25,1,14,2,9,5,19,3,,,,,,,,,,,,,,,,,67
18,Superman,,Piken_Square,15,8,12,12,21,6,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
18,We_Are_Bob,,Yak's_Bend,10,13,18,7,15,11,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
19,Beyond_Justice,,Underworld,,,,,13,13,27,3,11,9,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
20,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,17,5,10,5,16,4,6,3,,,,,,,,,,,61
21,Homer,,Yak's_Bend,19,6,7,13,16,10,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
22,Daisy_Duck,,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,15,6,12,4,17,3,,,,,,,,,,,,,58
22,Stitch!,,Ring_of_Fire,15,8,14,11,12,14,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
23,Khan,,Yak's_Bend,14,9,16,9,10,16,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
24,Tigger,,Riverside,20,5,15,10,11,15,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
25,Marge_Simpson,,Stormbluff_Isle,,,,,17,9,17,7,11,9,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
26,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,11,3,12,3,7,6,19,3,,,,,,,,,,,,,,,,,49
27,Quaggan,,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,12,4,7,9,17,1,,,,,,,,,,,,,,,48
28,Fred_Flintstone,,Maguuma,2,16,24,2,4,19,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
29,E'telekeli,,Borlis_Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,3,7,18,4,,,,,,,,,,,,,,,,,45
30,Nightwing,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,24,1,6,3,,,,,,,,,,,42
30,Sylvester,,Henge_of_Denravi,20,5,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
31,Hoohoo_Heehee,,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,21,1,,,,,,,,,,,,,,,,,41
32,biot.4721,&reg;,Gandara,2,16,12,12,6,18,14,10,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
33,Maggie_Simpson,,Sorrow's_Furnace,,,,,20,7,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
33,Nite_Hawk,,Kaineng,13,10,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
34,Janie's_Got_a_Gun,,Desolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,20,2,,,,,,,,,,,,,,,,,35
35,Chip_'n'_Dale,,Vabbi,,,,,,,,,11,9,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
