1,Tasmanian_Devil,Gunnar's_Hold,37,2,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,51,3,66,1,192
2,Sylvester,Henge_of_Denravi,19,7,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,48,4,64,2,158
3,Mario,Gate_of_Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,54,2,54,3,123
4,Barney_Rubble,Gandara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,10,7,56,1,45,4,122
4,Fred_Flintstone,Maguuma,27,5,28,8,25,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,5,122
5,Donald_Duck,Kodash,21,6,30,6,36,2,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,115
6,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,17,3,5,9,24,5,29,8,94
7,Nite_Owl,Jade_Sea,39,1,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9,92
8,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,18,2,14,5,20,7,21,10,83
8,Nite_Hawk,Kaineng,29,4,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10,83
8,Stitch!,Ring_of_Fire,21,6,38,2,16,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
9,Daffy_Duck,Ruins_of_Surmia,15,9,29,7,22,7,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
10,Superman,Piken_Square,19,7,25,9,35,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
11,Pink_Panther,Miller's_Sound,35,3,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
12,Tigger,Riverside,19,7,28,8,13,10,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74
13,biot.4721,Gandara,29,4,19,11,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,72
14,Elmer_Fudd,Sea_of_Sorrows,8,11,18,12,23,6,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
15,Beyond_Justice,Underworld,,,,,37,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
15,Eric_Cartman,Sanctum_of_Rall,14,10,25,9,11,11,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
16,Bart,Jade_Quarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5,32,7,56
17,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,33,6,54
18,Homer_Simpson,Northern_Shiverpeaks,16,8,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
19,Bob_the_Dog,Yak's_Bend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,12,6,18,2,,,,,46
20,Marge_Simpson,Stormbluff_Isle,,,,,35,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
21,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,14,5,19,1,,,,,42
22,The_Hulk,Seafarer's_Rest,,,,,32,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
23,Spider_Man,Eredon_Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,19,1,12,6,,,,,35
24,Dewey_Duck,Fort_Aspenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,15,4,,,,,30
25,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,16,3,,,,,24
26,Maggie_Simpson,Sorrow's_Furnace,,,,,19,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
27,Road_Runner,Elona_Reach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,18
28,Batman,Tarnished_Coast,,,,,6,12,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
29,Garfield,Ehmry_Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,5
30,Wolverine,Dzagonur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,4
