1,Vic_Sage,,Underworld,25,2,18,6,26,2,12,13,13,9,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
2,Shiny!,,Anvil_Rock,,,,,,,,,,,,,19,1,16,1,26,1,12,2,15,1,18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,108
3,Batgirl,,Ruins_of_Surmia,19,5,16,8,13,13,24,3,14,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
3,Wally_West,,Underworld,19,5,21,4,17,9,24,3,17,6,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
4,Blue_Beetle,,Ruins_of_Surmia,5,17,19,5,15,11,27,1,23,2,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
4,Eric_Cartman,,Sanctum_of_Rall,15,8,17,7,13,13,15,10,30,1,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
5,Daffy_Duck,,Ruins_of_Surmia,13,10,15,9,23,3,23,4,19,5,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
6,Tim_Drake,,Underworld,11,12,21,4,19,7,27,1,15,7,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
7,Barbara_Gordon,,Ruins_of_Surmia,33,1,9,14,16,10,16,9,15,7,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
8,Elmer_Fudd,,Sea_of_Sorrows,3,18,16,8,19,7,24,3,14,8,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
9,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,12,2,12,2,24,2,16,1,15,1,10,2,2,1,,,,,,,,,,,,,,,,,,,,,,,91
10,Bob_the_Dog,,Yak's_Bend,16,7,12,12,17,9,23,4,11,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
11,Legion,,Yak's_Bend,19,5,26,1,30,1,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
12,Marge_Simpson,,Stormbluff_Isle,,,,,10,15,22,5,21,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
13,Batman,,Tarnished_Coast,,,,,20,6,24,3,20,4,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
14,Homer,,Yak's_Bend,18,6,22,3,19,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
15,Donald_Duck,,Kodash,23,4,23,2,10,15,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
16,Khan,,Yak's_Bend,19,5,14,10,19,7,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
17,Wonder_Woman,,Underworld,7,15,22,3,12,14,5,16,11,11,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
18,Kvothe,,Yak's_Bend,10,13,18,6,21,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
19,Beyond_Justice,,Underworld,,,,,18,8,23,4,19,5,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
20,The_Joker,,Blackgate,12,11,8,15,13,13,14,11,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
21,Fred_Flintstone,,Maguuma,12,11,23,2,19,7,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
21,Riker,,Yak's_Bend,11,12,11,13,17,9,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
21,We_Are_Bob,,Yak's_Bend,11,12,13,11,14,12,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
22,Stitch!,,Ring_of_Fire,8,14,14,10,18,8,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
23,Tigger,,Riverside,14,9,12,12,18,8,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
24,Maggie_Simpson,,Sorrow's_Furnace,,,,,22,4,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
25,Superman,,Piken_Square,8,14,8,15,16,10,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
26,Pink_Panther,,Miller's_Sound,24,3,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
27,Piglet,,Whiteside_Ridge,,,,,,,,,12,10,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
28,The_Hulk,,Seafarer's_Rest,,,,,17,9,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
29,Chip_'n'_Dale,,Vabbi,,,,,,,,,15,7,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
30,Nite_Hawk,,Kaineng,14,9,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
30,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,14,8,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
31,Sylvester,,Henge_of_Denravi,6,16,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
32,Bart_Simpson,,Yak's_Bend,,,,,,,,,4,12,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
