1,Wonder_Woman,,Underworld,31,1,24,1,22,5,24,3,19,7,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153
2,Wally_West,,Underworld,20,5,24,1,14,10,21,6,20,6,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
3,Batgirl,,Ruins_of_Surmia,25,2,18,5,14,10,23,4,21,5,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125
4,Barbara_Gordon,,Ruins_of_Surmia,18,7,19,4,14,10,17,10,22,4,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115
5,The_Joker,,Blackgate,19,6,14,9,27,1,12,14,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
6,Daffy_Duck,,Ruins_of_Surmia,15,10,13,10,14,10,13,13,25,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
6,Eric_Cartman,,Sanctum_of_Rall,10,14,16,7,17,7,17,10,21,5,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
7,Bob_the_Dog,,Yak's_Bend,14,11,16,7,17,7,8,18,19,7,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
8,Blue_Beetle,,Ruins_of_Surmia,15,10,12,11,20,6,12,14,18,8,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
9,Marge_Simpson,,Stormbluff_Isle,,,,,22,5,15,11,14,12,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
10,Tim_Drake,,Underworld,7,17,16,7,17,7,9,17,18,8,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
11,Vic_Sage,,Underworld,17,8,24,1,4,15,11,15,15,11,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
12,We_Are_Bob,,Yak's_Bend,24,3,23,2,15,9,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
13,Elmer_Fudd,,Sea_of_Sorrows,12,12,9,12,11,12,9,17,23,3,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
14,Beyond_Justice,,Underworld,,,,,12,11,25,2,24,2,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
15,Fred_Flintstone,,Maguuma,22,4,15,8,15,9,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
16,Legion,,Yak's_Bend,19,6,12,11,23,4,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
17,Donald_Duck,,Kodash,14,11,17,6,16,8,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
18,Riker,,Yak's_Bend,11,13,14,9,16,8,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
19,Stitch!,,Ring_of_Fire,15,10,15,8,5,14,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
19,Tigger,,Riverside,12,12,8,13,24,3,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
20,Batman,,Tarnished_Coast,,,,,20,6,12,14,14,12,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
20,Khan,,Yak's_Bend,17,8,15,8,17,7,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
21,Superman,,Piken_Square,6,18,13,10,25,2,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
22,Homer,,Yak's_Bend,16,9,13,10,17,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
23,Piglet,,Whiteside_Ridge,,,,,,,,,21,5,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
24,Sylvester,,Henge_of_Denravi,24,3,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
25,Kvothe,,Yak's_Bend,9,15,14,9,9,13,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
26,Pink_Panther,,Miller's_Sound,19,6,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
27,Maggie_Simpson,,Sorrow's_Furnace,,,,,17,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
28,Chip_'n'_Dale,,Vabbi,,,,,,,,,20,6,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
29,The_Hulk,,Seafarer's_Rest,,,,,14,10,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
30,Bart_Simpson,,Yak's_Bend,,,,,,,,,17,9,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
31,Nite_Hawk,,Kaineng,15,10,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
32,biot.4721,&reg;,Gandara,8,16,14,9,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
33,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,16,10,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
34,Shiny!,,Anvil_Rock,,,,,,,,,,,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
35,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
36,Homer_Simpson,,Northern_Shiverpeaks,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
