1,Sylvester,Henge_of_Denravi,19,4,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,37,1,36,1,149
2,Bob_the_Dog,Yak's_Bend,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,8,6,11,8,23,1,5,12,15,1,7,8,12,3,26,3,,,,,113
3,Barney_Rubble,Gandara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,28,2,23,5,32,2,94
4,Mario,Gate_of_Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,18,7,32,2,32,2,92
5,Homer,Yak's_Bend,20,3,18,7,26,2,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,85
6,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,8,10,5,19,6,26,4,16,7,83
6,Tasmanian_Devil,Gunnar's_Hold,12,9,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,30,3,19,4,83
7,Donald_Duck,Kodash,23,1,17,8,16,8,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,80
8,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,14,1,8,6,11,12,26,4,17,6,79
9,We_Are_Bob,Yak's_Bend,19,4,17,8,14,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,76
10,Blue_Beetle,Ruins_of_Surmia,12,9,27,1,23,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
11,Riker,Yak's_Bend,15,6,10,13,16,8,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,64
11,Superman,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,12,3,24,1,13,11,,,,,64
12,Khan,Yak's_Bend,17,5,20,5,13,11,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,63
13,Legion,Yak's_Bend,5,13,23,3,14,10,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,62
13,Superman,Piken_Square,15,6,17,8,22,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
14,Wally_West,Underworld,9,11,23,3,20,5,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
15,Elmer_Fudd,Sea_of_Sorrows,14,7,16,9,23,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
15,Stitch!,Ring_of_Fire,21,2,27,1,9,13,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
16,Nite_Owl,Jade_Sea,20,3,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,59
16,Wolverine,Dzagonur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,13,7,8,8,13,6,7,5,13,2,,,,,,,,,59
17,Quaggan,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,10,9,8,8,22,2,,,,,,,,,,,,,58
18,Fred_Flintstone,Maguuma,13,8,14,10,8,14,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,56
18,biot.4721,Gandara,5,13,6,15,32,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
19,Nite_Hawk,Kaineng,20,3,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,55
19,Vic_Sage,Underworld,7,12,12,11,26,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
20,Eric_Cartman,Sanctum_of_Rall,9,11,23,3,18,7,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
21,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,14,6,14,3,18,3,,,,,,,,,,,,,52
21,Tigger,Riverside,14,7,11,12,19,6,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
22,Oliver_Queen,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,9,12,3,10,5,,,,,,,,,51
23,The_Question,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,9,13,2,24,4,,,,,49
23,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,9,6,7,7,24,4,,,,,49
24,Batgirl,Ruins_of_Surmia,10,10,19,6,12,12,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
25,Kvothe,Yak's_Bend,13,8,4,17,7,15,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,47
26,Daffy_Duck,Ruins_of_Surmia,12,9,14,10,12,12,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
26,Martian_Manhunter,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,12,7,12,3,8,7,,,,,,,,,46
26,Spider_Man,Eredon_Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,11,4,11,4,20,5,,,,,46
26,Wonder_Woman,Underworld,2,14,16,9,14,10,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
27,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,16,5,12,5,6,11,,,,,,,,,,,,,44
27,Ted_Kord,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,7,8,6,8,17,8,,,,,44
28,E'telekeli,Borlis_Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,5,10,23,1,7,10,,,,,,,,,,,,,43
29,The_Joker,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,10,5,5,9,20,5,,,,,40
30,Pink_Panther,Miller's_Sound,13,8,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
31,Barbara_Gordon,Ruins_of_Surmia,9,11,8,14,19,6,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
31,Robin,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,11,8,7,5,7,8,,,,,,,,,38
32,All_Action_Hero,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,11,3,17,4,,,,,,,,,,,,,,,,,37
33,Nightwing,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,9,9,4,7,7,8,,,,,,,,,34
34,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,10,10,6,9,9,,,,,,,,,,,,,33
34,Green_Lantern,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,23,1,,,,,,,,,,,,,33
35,Janies_Gotta_Gun,Desolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,20,2,,,,,,,,,,,,,,,,,32
35,Starman,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,13,2,,,14,10,,,,,32
36,Kyle_Rayner,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,10,6,16,4,,,,,,,,,,,,,31
36,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,7,9,5,12,,,,,,,,,,,,,31
37,Maggie_Simpson,Sorrow's_Furnace,,,,,22,4,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
38,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,15,9,,,,,26
38,Tim_Drake,Underworld,13,8,5,16,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
39,Bart,Jade_Quarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,12,8,25
40,Batman,Tarnished_Coast,,,,,15,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
40,Jack_Knight,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,15,5,,,,,,,,,,,,,24
41,Oh_So_Cute,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,,,,,,,23
42,Hal_Jordan,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,12,5,6,11,,,,,,,,,,,,,22
42,Oracle,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,5,12,3,8,7,8,,,,,,,,,22
42,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,4,11,22
43,Beyond_Justice,Underworld,,,,,14,10,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
43,Dewey_Duck,Fort_Aspenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,9,13,,,,,21
43,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,19,3,,,,,,,,,,,,,,,,,21
43,The_Hulk,Seafarer's_Rest,,,,,16,8,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
44,Marge_Simpson,Stormbluff_Isle,,,,,13,11,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
45,Garfield,Ehmry_Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,9,6,,,,,,,,,14
