1,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,16,1,18,1,22,1,25,1,18,1,29,1,4,1,,,,,,,,,,,,,,,,,,,,,,,132
2,Wally_West,,Underworld,23,2,20,6,18,7,16,6,22,2,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
3,Eric_Cartman,,Sanctum_of_Rall,14,9,30,2,18,7,15,7,16,6,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
3,Wonder_Woman,,Underworld,13,10,16,8,18,7,17,5,22,2,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
4,Daffy_Duck,,Ruins_of_Surmia,16,7,8,14,21,4,14,8,23,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
5,Vic_Sage,,Underworld,12,11,28,3,8,15,14,8,13,8,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
6,Tim_Drake,,Underworld,7,15,21,5,17,8,20,2,13,8,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
7,Blue_Beetle,,Ruins_of_Surmia,19,4,10,12,16,9,17,5,17,5,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
8,Batgirl,,Ruins_of_Surmia,9,14,31,1,12,12,15,7,18,4,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
8,Bob_the_Dog,,Yak's_Bend,18,5,10,12,17,8,19,3,14,7,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
9,Elmer_Fudd,,Sea_of_Sorrows,15,8,14,10,16,9,16,6,13,8,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
10,Barbara_Gordon,,Ruins_of_Surmia,17,6,18,7,11,13,15,7,10,10,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
11,Shiny!,,Anvil_Rock,,,,,,,,,,,,,14,2,11,2,14,2,14,2,15,2,14,2,4,1,,,,,,,,,,,,,,,,,,,,,,,86
11,The_Joker,,Blackgate,15,8,28,3,14,10,18,4,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
12,Stitch!,,Ring_of_Fire,24,1,14,10,20,5,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
13,Marge_Simpson,,Stormbluff_Isle,,,,,31,1,12,10,20,3,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
14,Donald_Duck,,Kodash,15,8,9,13,25,2,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
15,Khan,,Yak's_Bend,10,13,23,4,21,4,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
16,Superman,,Piken_Square,9,14,18,7,23,3,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
17,Batman,,Tarnished_Coast,,,,,9,14,16,6,22,2,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
18,Riker,,Yak's_Bend,21,3,7,15,14,10,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
19,Legion,,Yak's_Bend,17,6,10,12,19,6,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
20,We_Are_Bob,,Yak's_Bend,14,9,11,11,12,12,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
21,Fred_Flintstone,,Maguuma,15,8,11,11,14,10,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
22,Homer,,Yak's_Bend,18,5,7,15,12,12,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
23,Kvothe,,Yak's_Bend,18,5,15,9,6,16,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
24,Beyond_Justice,,Underworld,,,,,13,11,9,12,17,5,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
25,Tigger,,Riverside,19,4,5,16,12,12,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
26,Bart_Simpson,,Yak's_Bend,,,,,,,,,23,1,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
27,Maggie_Simpson,,Sorrow's_Furnace,,,,,12,12,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
28,Nite_Hawk,,Kaineng,13,10,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
29,Chip_'n'_Dale,,Vabbi,,,,,,,,,7,11,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
29,The_Hulk,,Seafarer's_Rest,,,,,13,11,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
30,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,17,5,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
31,Piglet,,Whiteside_Ridge,,,,,,,,,10,10,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
31,Sylvester,,Henge_of_Denravi,17,6,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
32,Pink_Panther,,Miller's_Sound,11,12,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
33,Homer_Simpson,,Northern_Shiverpeaks,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
34,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1
