1,All_Action_Hero,Blackgate,1,3,8,1,,,9,2,9,1,2,4,4,3,,,5,3,4,3,4,3,2,5,48
2,Oh_So_Cute,Blacktide,3,2,4,2,7,2,6,3,1,4,,,1,5,7,1,6,2,4,3,2,5,4,3,45
3,E'telekeli,Borlis_Pass,,,,,,,2,4,8,2,10,1,8,1,5,2,3,5,4,3,3,4,,,43
4,Darth_Maul,Aurora_Glade,3,2,4,2,9,1,10,1,6,3,3,3,2,4,,,,,,,,,,,37
5,Quaggan,Crystal_Desert,,,,,,,,,1,4,4,2,6,2,4,3,10,1,6,2,3,4,,,34
6,Janie's_Got_a_Gun,Desolation,,,,,,,,,,,,,,,4,3,,,6,2,6,1,3,4,19
7,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,,,3,4,2,6,7,1,5,2,1,6,18
7,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,7,1,1,7,4,3,1,6,5,2,18
8,Skritt_Forager,Abaddon's_Mouth,7,1,3,3,4,3,,,,,,,,,,,,,,,,,,,14
9,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,1,5,4,4,4,3,,,4,3,13
10,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,,,,,,,,,7,1,7
11,Shiny!,Anvil_Rock,3,2,3,3,,,,,,,,,,,,,,,,,,,,,6
