1,Nightwing,Blackgate,5,2,7,1,4,3,7,1,9,1,7,1,4,2,3,4,5,4,7,1,6,1,,,64
2,Goofy,Drakkar_Lake,5,2,6,2,6,2,,,2,2,1,3,3,3,1,6,1,5,4,4,,,,,29
3,Bob_the_Dog,Yak's_Bend,,,,,,,2,2,1,3,2,2,3,3,2,5,13,1,,,,,2,1,25
4,Road_Runner,Elona_Reach,,,,,,,,,,,,,,,6,2,9,2,5,3,2,3,,,22
5,Cry_of_Frustration,Augury_Rock,11,1,5,3,2,5,,,,,,,,,,,,,,,,,,,18
6,Spider_Man,Eredon_Terrace,,,,,,,,,,,,,,,,,6,3,7,1,3,2,,,16
7,Starman,Blackgate,,,,,,,,,,,,,,,2,5,6,3,6,2,1,4,,,15
8,Daisy_Duck,Dragonbrand,3,4,,,3,4,1,3,,,1,3,5,1,,,,,,,,,,,13
8,Super_Jo,Blackgate,,,,,,,,,,,,,,,8,1,1,5,4,4,,,,,13
9,Garfield,Ehmry_Bay,,,,,,,,,,,,,,,2,5,5,4,1,6,2,3,2,1,12
9,Lightning_Bug,Arborstone,,,,,12,1,,,,,,,,,,,,,,,,,,,12
10,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,,,,,,,4,3,,,3,5,2,3,1,2,10
11,Quaggan,Crystal_Desert,4,3,3,4,,,,,,,,,,,,,,,,,,,,,7
