1,Starman,Blackgate,5,2,6,1,4,2,8,2,4,6,7,3,,,9,1,6,1,3,4,1,5,,,53
1,Super_Jo,Blackgate,6,1,6,1,3,3,5,5,9,1,2,7,5,3,5,4,5,2,7,2,,,,,53
2,Louie_Duck,Fort_Ranik,,,,,,,6,4,7,3,10,2,8,1,8,2,5,2,,,3,3,2,2,49
3,Spider_Man,Eredon_Terrace,1,6,4,3,5,1,7,3,,,12,1,,,3,5,,,11,1,2,4,3,1,48
4,Huey_Duck,Fissure_of_Woe,,,,,,,3,7,9,1,2,7,2,5,6,3,1,4,4,3,8,1,,,35
5,Dewey_Duck,Fort_Aspenwood,,,,,,,1,8,5,5,6,4,6,2,3,5,3,3,4,3,6,2,,,34
5,Yogi_Bear,Far_Shiverpeaks,3,4,3,4,4,2,1,8,8,2,2,7,6,2,1,6,,,3,4,3,3,,,34
6,Bob_the_Dog,Yak's_Bend,2,5,5,2,,,7,3,,,7,3,1,6,1,6,3,3,2,5,2,4,,,30
7,Road_Runner,Elona_Reach,1,6,4,3,1,4,10,1,6,4,4,5,,,,,,,,,,,,,26
8,Goofy,Drakkar_Lake,4,3,,,1,4,5,5,,,7,3,5,3,,,,,,,,,,,22
9,Nightwing,Blackgate,3,4,4,3,,,4,6,,,3,6,3,4,,,,,,,,,,,17
10,Garfield,Ehmry_Bay,1,6,3,4,,,3,7,3,7,2,7,,,,,,,,,,,,,12
11,Sylvester,Henge_of_Denravi,,,,,,,,,,,,,,,3,5,1,4,1,6,1,5,1,3,7
