1535306400,Blue_Beetle,Ruins_of_Surmia,2
1535307000,Blue_Beetle,Ruins_of_Surmia,2
1535307300,Blue_Beetle,Ruins_of_Surmia,2
1535307600,Blue_Beetle,Ruins_of_Surmia,2
1535307900,Blue_Beetle,Ruins_of_Surmia,4
1535308200,Blue_Beetle,Ruins_of_Surmia,7
1535308800,Blue_Beetle,Ruins_of_Surmia,10
1535309101,Blue_Beetle,Ruins_of_Surmia,15
1535309400,Blue_Beetle,Ruins_of_Surmia,15
1535309700,Blue_Beetle,Ruins_of_Surmia,19
1535310000,Blue_Beetle,Ruins_of_Surmia,20
1535310600,Blue_Beetle,Ruins_of_Surmia,20
1535310900,Blue_Beetle,Ruins_of_Surmia,20
1535311200,Blue_Beetle,Ruins_of_Surmia,20
1535311500,Blue_Beetle,Ruins_of_Surmia,20
1535311800,Blue_Beetle,Ruins_of_Surmia,20
1535312400,Blue_Beetle,Ruins_of_Surmia,20
1535312700,Blue_Beetle,Ruins_of_Surmia,20
1535313000,Blue_Beetle,Ruins_of_Surmia,23
1535313300,Blue_Beetle,Ruins_of_Surmia,23
1535313600,Blue_Beetle,Ruins_of_Surmia,26
1535314200,Blue_Beetle,Ruins_of_Surmia,28
1535314500,Blue_Beetle,Ruins_of_Surmia,28
1535314800,Blue_Beetle,Ruins_of_Surmia,28
